gene_id	score	gene_type
ENSG00000119844.13	2.282923733	protein_coding
ENSG00000175920.14	2.282884356	protein_coding
ENSG00000149636.14	2.282793914	protein_coding
ENSG00000227140.3	2.282685415	protein_coding
ENSG00000141293.14	2.282641334	protein_coding
ENSG00000011347.8	2.282629621	protein_coding
ENSG00000109084.12	2.282399673	protein_coding
ENSG00000128731.14	2.282339525	protein_coding
ENSG00000135314.11	2.282278361	protein_coding
ENSG00000143947.11	2.282175648	protein_coding
ENSG00000198842.8	2.282164013	protein_coding
ENSG00000180440.3	2.281796079	protein_coding
ENSG00000040531.13	2.281777137	protein_coding
ENSG00000264230.6	2.281754527	protein_coding
ENSG00000105398.3	2.281741134	protein_coding
ENSG00000087111.19	2.281738196	protein_coding
ENSG00000148225.14	2.281678702	protein_coding
ENSG00000107807.11	2.281636481	protein_coding
ENSG00000125970.10	2.281634276	protein_coding
ENSG00000101850.11	2.281620152	protein_coding
ENSG00000163082.9	2.281400778	protein_coding
ENSG00000123908.10	2.281361879	protein_coding
ENSG00000127831.9	2.281358847	protein_coding
ENSG00000182053.11	2.281351823	protein_coding
ENSG00000171243.7	2.281348024	protein_coding
ENSG00000159871.13	2.281327175	protein_coding
ENSG00000178175.10	2.28129722	protein_coding
ENSG00000038358.13	2.28128111	protein_coding
ENSG00000126243.7	2.281196272	protein_coding
ENSG00000154781.14	2.281192173	protein_coding
ENSG00000165168.7	2.281179544	protein_coding
ENSG00000198674.3	2.281016946	protein_coding
ENSG00000174021.9	2.280936549	protein_coding
ENSG00000100300.16	2.280884682	protein_coding
ENSG00000043514.14	2.280870113	protein_coding
ENSG00000189319.12	2.280849491	protein_coding
ENSG00000214819.1	2.280759253	protein_coding
ENSG00000140835.9	2.280672203	protein_coding
ENSG00000212933.1	2.280358816	protein_coding
ENSG00000262302.1	2.280283161	protein_coding
ENSG00000078403.15	2.280274563	protein_coding
ENSG00000122140.9	2.280258965	protein_coding
ENSG00000142634.11	2.280249421	protein_coding
ENSG00000156232.7	2.28024909	protein_coding
ENSG00000158292.6	2.280244864	protein_coding
ENSG00000196993.7	2.28022982	protein_coding
ENSG00000160224.15	2.280196966	protein_coding
ENSG00000204310.9	2.280163543	protein_coding
ENSG00000246922.7	2.280044034	protein_coding
ENSG00000126785.11	2.279908229	protein_coding
ENSG00000008083.12	2.279861295	protein_coding
ENSG00000182253.13	2.279810736	protein_coding
ENSG00000271503.4	2.279779646	protein_coding
ENSG00000172466.14	2.279775067	protein_coding
ENSG00000250844.2	2.279771897	protein_coding
ENSG00000165633.11	2.27970975	protein_coding
ENSG00000161888.10	2.27969755	protein_coding
ENSG00000196150.12	2.279692883	protein_coding
ENSG00000205189.10	2.279595448	protein_coding
ENSG00000180423.4	2.279554821	protein_coding
ENSG00000036565.13	2.279448911	protein_coding
ENSG00000101182.13	2.279421474	protein_coding
ENSG00000070718.10	2.279401225	protein_coding
ENSG00000165694.8	2.279367909	protein_coding
ENSG00000125170.9	2.279302717	protein_coding
ENSG00000279928.1	2.2792379	protein_coding
ENSG00000255072.1	2.27912244	protein_coding
ENSG00000112414.13	2.279121634	protein_coding
ENSG00000138668.17	2.279115911	protein_coding
ENSG00000185133.12	2.279040148	protein_coding
ENSG00000184258.6	2.278992058	protein_coding
ENSG00000035720.6	2.278767646	protein_coding
ENSG00000060718.17	2.278755656	protein_coding
ENSG00000267261.4	2.278739387	protein_coding
ENSG00000136448.10	2.278724517	protein_coding
ENSG00000127054.17	2.278638644	protein_coding
ENSG00000184650.8	2.278615641	protein_coding
ENSG00000112651.10	2.278513701	protein_coding
ENSG00000155008.12	2.278450618	protein_coding
ENSG00000104427.10	2.278443938	protein_coding
ENSG00000169789.9	2.278322877	protein_coding
ENSG00000181513.13	2.278289246	protein_coding
ENSG00000135537.15	2.278257924	protein_coding
ENSG00000185640.5	2.278170486	protein_coding
ENSG00000187951.9	2.278163865	protein_coding
ENSG00000164871.16	2.277985073	protein_coding
ENSG00000159173.17	2.277905651	protein_coding
ENSG00000084207.14	2.277893025	protein_coding
ENSG00000163682.14	2.277822226	protein_coding
ENSG00000054598.6	2.27779611	protein_coding
ENSG00000159199.12	2.277678395	protein_coding
ENSG00000165752.15	2.277480106	protein_coding
ENSG00000168924.13	2.277438006	protein_coding
ENSG00000213186.6	2.277415509	protein_coding
ENSG00000144962.6	2.277398289	protein_coding
ENSG00000165264.9	2.277295648	protein_coding
ENSG00000175793.11	2.277267449	protein_coding
ENSG00000163069.11	2.277251088	protein_coding
ENSG00000111961.15	2.277217401	protein_coding
ENSG00000166411.12	2.276950926	protein_coding
ENSG00000189077.9	2.276909598	protein_coding
ENSG00000171617.12	2.276773993	protein_coding
ENSG00000186399.10	2.276760517	protein_coding
ENSG00000197497.9	2.276686303	protein_coding
ENSG00000140534.12	2.276600629	protein_coding
ENSG00000179055.6	2.276572866	protein_coding
ENSG00000183020.12	2.276474572	protein_coding
ENSG00000135931.16	2.276470313	protein_coding
ENSG00000169683.6	2.276457569	protein_coding
ENSG00000060339.12	2.276387578	protein_coding
ENSG00000249209.2	2.276358765	protein_coding
ENSG00000080839.10	2.276333278	protein_coding
ENSG00000089472.15	2.276239573	protein_coding
ENSG00000122986.12	2.276120825	protein_coding
ENSG00000169914.5	2.276106204	protein_coding
ENSG00000135048.12	2.276015376	protein_coding
ENSG00000170464.8	2.2759881	protein_coding
ENSG00000071537.12	2.275820168	protein_coding
ENSG00000134759.12	2.275771378	protein_coding
ENSG00000084092.6	2.27569856	protein_coding
ENSG00000125846.14	2.275449169	protein_coding
ENSG00000138029.12	2.275431377	protein_coding
ENSG00000170523.3	2.275374632	protein_coding
ENSG00000100206.8	2.27513843	protein_coding
ENSG00000006459.9	2.275122042	protein_coding
ENSG00000173275.11	2.274970367	protein_coding
ENSG00000169220.16	2.274955598	protein_coding
ENSG00000114867.18	2.274915872	protein_coding
ENSG00000163235.14	2.274909968	protein_coding
ENSG00000155659.13	2.274748059	protein_coding
ENSG00000130176.6	2.274712723	protein_coding
ENSG00000151025.9	2.274640283	protein_coding
ENSG00000073417.13	2.274565989	protein_coding
ENSG00000281192.1	2.274272405	protein_coding
ENSG00000165678.18	2.274165368	protein_coding
ENSG00000106780.8	2.273877146	protein_coding
ENSG00000134201.9	2.273669387	protein_coding
ENSG00000026036.19	2.273648594	protein_coding
ENSG00000181444.11	2.273376545	protein_coding
ENSG00000186599.7	2.273364855	protein_coding
ENSG00000147439.10	2.273339454	protein_coding
ENSG00000140479.15	2.273313876	protein_coding
ENSG00000197448.12	2.273204866	protein_coding
ENSG00000109189.11	2.273189575	protein_coding
ENSG00000184345.4	2.273189217	protein_coding
ENSG00000173531.14	2.273181046	protein_coding
ENSG00000213809.7	2.273140493	protein_coding
ENSG00000197965.10	2.273131211	protein_coding
ENSG00000185305.9	2.27304504	protein_coding
ENSG00000163430.8	2.273007149	protein_coding
ENSG00000172426.14	2.272940522	protein_coding
ENSG00000072736.17	2.272878392	protein_coding
ENSG00000112175.7	2.272869347	protein_coding
ENSG00000108679.11	2.272836788	protein_coding
ENSG00000196569.10	2.272781837	protein_coding
ENSG00000185619.16	2.272778616	protein_coding
ENSG00000203705.9	2.272365867	protein_coding
ENSG00000163219.10	2.272151915	protein_coding
ENSG00000138379.4	2.272110179	protein_coding
ENSG00000001630.14	2.27202756	protein_coding
ENSG00000174016.10	2.271998777	protein_coding
ENSG00000131171.11	2.271990228	protein_coding
ENSG00000126337.12	2.271778596	protein_coding
ENSG00000253797.2	2.271729498	protein_coding
ENSG00000164627.16	2.271716143	protein_coding
ENSG00000183876.8	2.271709908	protein_coding
ENSG00000010361.12	2.271648686	protein_coding
ENSG00000173376.12	2.271583277	protein_coding
ENSG00000109171.13	2.271558449	protein_coding
ENSG00000166971.15	2.271498028	protein_coding
ENSG00000204897.6	2.271492444	protein_coding
ENSG00000187908.14	2.271447909	protein_coding
ENSG00000113273.14	2.271353129	protein_coding
ENSG00000214193.8	2.271222204	protein_coding
ENSG00000155366.15	2.271186774	protein_coding
ENSG00000178028.12	2.271114045	protein_coding
ENSG00000106278.10	2.271050816	protein_coding
ENSG00000178177.13	2.270918428	protein_coding
ENSG00000182261.3	2.270771298	protein_coding
ENSG00000113391.15	2.270565871	protein_coding
ENSG00000157181.13	2.270531004	protein_coding
ENSG00000164366.3	2.270521589	protein_coding
ENSG00000259224.2	2.270492183	protein_coding
ENSG00000243147.6	2.270465554	protein_coding
ENSG00000185015.6	2.270435742	protein_coding
ENSG00000186625.12	2.270371868	protein_coding
ENSG00000137818.10	2.270371763	protein_coding
ENSG00000136630.12	2.270349024	protein_coding
ENSG00000187048.11	2.270260031	protein_coding
ENSG00000164924.16	2.270191558	protein_coding
ENSG00000214941.6	2.270174384	protein_coding
ENSG00000113761.10	2.269999211	protein_coding
ENSG00000072315.3	2.2699637	protein_coding
ENSG00000138028.13	2.269880263	protein_coding
ENSG00000009694.12	2.269769534	protein_coding
ENSG00000142207.6	2.269621523	protein_coding
ENSG00000143256.4	2.269608196	protein_coding
ENSG00000158748.3	2.26959731	protein_coding
ENSG00000242550.4	2.26959599	protein_coding
ENSG00000185504.15	2.269588406	protein_coding
ENSG00000080815.17	2.269477387	protein_coding
ENSG00000110925.5	2.269449929	protein_coding
ENSG00000167693.15	2.269401146	protein_coding
ENSG00000188559.12	2.269391625	protein_coding
ENSG00000259316.6	2.269310473	protein_coding
ENSG00000189369.8	2.269092792	protein_coding
ENSG00000130226.15	2.269076636	protein_coding
ENSG00000117477.11	2.269041107	protein_coding
ENSG00000136305.10	2.269034642	protein_coding
ENSG00000071246.9	2.268973083	protein_coding
ENSG00000104756.14	2.268954405	protein_coding
ENSG00000164047.4	2.268945254	protein_coding
ENSG00000101444.11	2.268913143	protein_coding
ENSG00000176978.12	2.268808779	protein_coding
ENSG00000088451.9	2.268805998	protein_coding
ENSG00000134962.6	2.268793916	protein_coding
ENSG00000172775.15	2.268787742	protein_coding
ENSG00000135750.13	2.268774398	protein_coding
ENSG00000169908.9	2.268757937	protein_coding
ENSG00000170248.12	2.268737193	protein_coding
ENSG00000268043.6	2.268734092	protein_coding
ENSG00000214140.9	2.26861648	protein_coding
ENSG00000204262.10	2.268541307	protein_coding
ENSG00000169169.13	2.268390998	protein_coding
ENSG00000181392.13	2.268348754	protein_coding
ENSG00000128563.12	2.268313642	protein_coding
ENSG00000142875.18	2.268291004	protein_coding
ENSG00000101292.7	2.268128371	protein_coding
ENSG00000118557.14	2.26806965	protein_coding
ENSG00000125246.14	2.268064211	protein_coding
ENSG00000256100.1	2.267979225	protein_coding
ENSG00000087237.9	2.267953242	protein_coding
ENSG00000198471.1	2.267933981	protein_coding
ENSG00000183691.4	2.267932899	protein_coding
ENSG00000135605.11	2.267798847	protein_coding
ENSG00000172421.6	2.267798028	protein_coding
ENSG00000276547.1	2.26775905	protein_coding
ENSG00000144579.6	2.267695241	protein_coding
ENSG00000134987.10	2.26769198	protein_coding
ENSG00000149534.7	2.267686278	protein_coding
ENSG00000107295.9	2.267610796	protein_coding
ENSG00000167674.13	2.26759572	protein_coding
ENSG00000005075.14	2.26747811	protein_coding
ENSG00000258064.1	2.267407065	protein_coding
ENSG00000085563.13	2.267339424	protein_coding
ENSG00000145934.14	2.267319626	protein_coding
ENSG00000100320.21	2.267287423	protein_coding
ENSG00000170854.16	2.267239622	protein_coding
ENSG00000182552.13	2.267220784	protein_coding
ENSG00000076321.9	2.267063758	protein_coding
ENSG00000251287.7	2.267059708	protein_coding
ENSG00000121807.5	2.267047977	protein_coding
ENSG00000146109.4	2.266947743	protein_coding
ENSG00000203985.9	2.266896246	protein_coding
ENSG00000125912.9	2.266848618	protein_coding
ENSG00000187801.13	2.266824193	protein_coding
ENSG00000135535.13	2.266787526	protein_coding
ENSG00000072422.15	2.266778512	protein_coding
ENSG00000256407.1	2.26662283	protein_coding
ENSG00000144369.11	2.266603032	protein_coding
ENSG00000079101.15	2.266499317	protein_coding
ENSG00000166926.7	2.266488817	protein_coding
ENSG00000149196.14	2.266367909	protein_coding
ENSG00000176903.4	2.266344418	protein_coding
ENSG00000128335.12	2.266282374	protein_coding
ENSG00000163072.13	2.266191709	protein_coding
ENSG00000131831.16	2.266138893	protein_coding
ENSG00000165861.12	2.266125244	protein_coding
ENSG00000173868.10	2.266113399	protein_coding
ENSG00000086730.15	2.266030234	protein_coding
ENSG00000180475.4	2.265920387	protein_coding
ENSG00000072832.13	2.265919154	protein_coding
ENSG00000188199.9	2.265832675	protein_coding
ENSG00000261603.1	2.265680667	protein_coding
ENSG00000167014.9	2.265667983	protein_coding
ENSG00000167716.17	2.265647043	protein_coding
ENSG00000079246.14	2.265554574	protein_coding
ENSG00000148798.8	2.265528946	protein_coding
ENSG00000153779.9	2.26539521	protein_coding
ENSG00000147224.9	2.265335487	protein_coding
ENSG00000135838.12	2.265319224	protein_coding
ENSG00000105404.9	2.265236833	protein_coding
ENSG00000084628.8	2.265141259	protein_coding
ENSG00000005486.15	2.265069084	protein_coding
ENSG00000215218.3	2.265052941	protein_coding
ENSG00000144559.9	2.265046	protein_coding
ENSG00000104320.12	2.265020003	protein_coding
ENSG00000171552.11	2.264913903	protein_coding
ENSG00000172361.5	2.264894538	protein_coding
ENSG00000093167.16	2.264859405	protein_coding
ENSG00000171476.20	2.264798978	protein_coding
ENSG00000136881.10	2.264767492	protein_coding
ENSG00000151715.6	2.264700452	protein_coding
ENSG00000125812.14	2.264485312	protein_coding
ENSG00000277775.1	2.264290974	protein_coding
ENSG00000177614.8	2.264273787	protein_coding
ENSG00000144026.10	2.26425757	protein_coding
ENSG00000184216.10	2.264089406	protein_coding
ENSG00000090924.13	2.264041565	protein_coding
ENSG00000171858.16	2.263923701	protein_coding
ENSG00000166573.5	2.263837274	protein_coding
ENSG00000143847.14	2.263791969	protein_coding
ENSG00000179104.7	2.263737995	protein_coding
ENSG00000130935.8	2.263687538	protein_coding
ENSG00000187783.10	2.263682677	protein_coding
ENSG00000181001.1	2.263614717	protein_coding
ENSG00000262919.6	2.263560875	protein_coding
ENSG00000150594.6	2.263475287	protein_coding
ENSG00000107984.8	2.263358518	protein_coding
ENSG00000012232.7	2.263344886	protein_coding
ENSG00000196188.9	2.263342662	protein_coding
ENSG00000131634.12	2.263321035	protein_coding
ENSG00000186472.18	2.263290373	protein_coding
ENSG00000139797.7	2.263148659	protein_coding
ENSG00000165355.7	2.263123124	protein_coding
ENSG00000251537.4	2.26310958	protein_coding
ENSG00000248993.1	2.262945183	protein_coding
ENSG00000171496.3	2.262838959	protein_coding
ENSG00000062716.9	2.262729769	protein_coding
ENSG00000160208.12	2.262654915	protein_coding
ENSG00000080546.12	2.262426957	protein_coding
ENSG00000132155.10	2.262330991	protein_coding
ENSG00000006638.10	2.262243601	protein_coding
ENSG00000173482.15	2.262141132	protein_coding
ENSG00000126368.5	2.261991713	protein_coding
ENSG00000172197.10	2.261975282	protein_coding
ENSG00000108001.12	2.261872258	protein_coding
ENSG00000168661.13	2.261825656	protein_coding
ENSG00000168658.17	2.261723544	protein_coding
ENSG00000153790.10	2.261645157	protein_coding
ENSG00000188886.3	2.261580288	protein_coding
ENSG00000100351.15	2.261550138	protein_coding
ENSG00000133250.12	2.261545764	protein_coding
ENSG00000100652.4	2.261538637	protein_coding
ENSG00000226763.4	2.261529134	protein_coding
ENSG00000186073.10	2.261503434	protein_coding
ENSG00000113263.11	2.261356831	protein_coding
ENSG00000118600.10	2.261350871	protein_coding
ENSG00000132434.8	2.261313289	protein_coding
ENSG00000275489.1	2.261269898	protein_coding
ENSG00000177684.3	2.261253925	protein_coding
ENSG00000188324.3	2.261225566	protein_coding
ENSG00000103642.10	2.261002004	protein_coding
ENSG00000099769.5	2.26099399	protein_coding
ENSG00000121741.15	2.260962635	protein_coding
ENSG00000196224.7	2.260765196	protein_coding
ENSG00000189079.14	2.260639063	protein_coding
ENSG00000174177.11	2.260508153	protein_coding
ENSG00000097021.18	2.260356759	protein_coding
ENSG00000157330.8	2.260209252	protein_coding
ENSG00000076043.8	2.260175308	protein_coding
ENSG00000166664.12	2.260086789	protein_coding
ENSG00000198830.9	2.260043261	protein_coding
ENSG00000166159.9	2.259907855	protein_coding
ENSG00000118137.8	2.259697838	protein_coding
ENSG00000107819.12	2.259695707	protein_coding
ENSG00000157500.9	2.259684114	protein_coding
ENSG00000203907.8	2.259573186	protein_coding
ENSG00000213967.9	2.259542941	protein_coding
ENSG00000068001.12	2.259497508	protein_coding
ENSG00000078687.15	2.259474303	protein_coding
ENSG00000113389.14	2.259462913	protein_coding
ENSG00000112706.10	2.259260407	protein_coding
ENSG00000182103.4	2.259128915	protein_coding
ENSG00000168538.14	2.258999775	protein_coding
ENSG00000188404.7	2.258980774	protein_coding
ENSG00000269028.3	2.258877546	protein_coding
ENSG00000176879.3	2.25884728	protein_coding
ENSG00000164190.15	2.258763971	protein_coding
ENSG00000183111.10	2.258639481	protein_coding
ENSG00000185177.11	2.258559644	protein_coding
ENSG00000280403.1	2.258514875	protein_coding
ENSG00000168447.9	2.258415448	protein_coding
ENSG00000119328.10	2.258400032	protein_coding
ENSG00000148600.13	2.258362061	protein_coding
ENSG00000168875.2	2.258301313	protein_coding
ENSG00000182645.5	2.258259134	protein_coding
ENSG00000184860.8	2.258017915	protein_coding
ENSG00000225362.7	2.257847442	protein_coding
ENSG00000187627.13	2.257844452	protein_coding
ENSG00000213614.8	2.257825009	protein_coding
ENSG00000129197.13	2.257767468	protein_coding
ENSG00000221963.5	2.257763273	protein_coding
ENSG00000237110.2	2.257745145	protein_coding
ENSG00000123836.13	2.257658051	protein_coding
ENSG00000187821.7	2.257657092	protein_coding
ENSG00000166126.9	2.257545827	protein_coding
ENSG00000196235.12	2.257428604	protein_coding
ENSG00000197576.12	2.257288282	protein_coding
ENSG00000168404.11	2.257215133	protein_coding
ENSG00000164488.10	2.257203823	protein_coding
ENSG00000158869.9	2.257045205	protein_coding
ENSG00000177679.15	2.257008745	protein_coding
ENSG00000205209.6	2.256977054	protein_coding
ENSG00000131174.4	2.256871415	protein_coding
ENSG00000160460.14	2.256767801	protein_coding
ENSG00000148215.4	2.256678547	protein_coding
ENSG00000204394.11	2.256627607	protein_coding
ENSG00000076604.13	2.256614706	protein_coding
ENSG00000113525.8	2.256542284	protein_coding
ENSG00000104904.11	2.25645926	protein_coding
ENSG00000113494.15	2.256405523	protein_coding
ENSG00000170954.10	2.256394288	protein_coding
ENSG00000162065.10	2.256374698	protein_coding
ENSG00000170075.8	2.256333484	protein_coding
ENSG00000117228.9	2.256089061	protein_coding
ENSG00000229474.5	2.255811857	protein_coding
ENSG00000176399.3	2.255734161	protein_coding
ENSG00000171695.9	2.255709502	protein_coding
ENSG00000151062.13	2.25567655	protein_coding
ENSG00000038427.14	2.255285646	protein_coding
ENSG00000182521.5	2.255276739	protein_coding
ENSG00000163472.17	2.255255258	protein_coding
ENSG00000100722.17	2.255161518	protein_coding
ENSG00000279556.1	2.255116464	protein_coding
ENSG00000156299.11	2.2550952	protein_coding
ENSG00000107341.4	2.255087554	protein_coding
ENSG00000196248.4	2.254936168	protein_coding
ENSG00000279508.1	2.254892018	protein_coding
ENSG00000172824.13	2.25489047	protein_coding
ENSG00000164715.5	2.254833129	protein_coding
ENSG00000169894.16	2.254788597	protein_coding
ENSG00000264522.4	2.254571115	protein_coding
ENSG00000132854.17	2.25452994	protein_coding
ENSG00000164332.7	2.254425113	protein_coding
ENSG00000164520.10	2.254408775	protein_coding
ENSG00000018189.11	2.254321668	protein_coding
ENSG00000102981.8	2.254313381	protein_coding
ENSG00000121989.13	2.254193549	protein_coding
ENSG00000085365.16	2.254049542	protein_coding
ENSG00000279468.1	2.254021377	protein_coding
ENSG00000198492.13	2.253848563	protein_coding
ENSG00000206559.6	2.253833386	protein_coding
ENSG00000060566.12	2.253783093	protein_coding
ENSG00000142748.11	2.25375385	protein_coding
ENSG00000072657.7	2.253680963	protein_coding
ENSG00000172543.6	2.253656548	protein_coding
ENSG00000203795.2	2.253656288	protein_coding
ENSG00000146282.16	2.253641595	protein_coding
ENSG00000165762.2	2.253616354	protein_coding
ENSG00000146858.7	2.253522997	protein_coding
ENSG00000070601.8	2.253467977	protein_coding
ENSG00000189127.6	2.253463933	protein_coding
ENSG00000114529.11	2.253415493	protein_coding
ENSG00000110536.12	2.25324354	protein_coding
ENSG00000073754.5	2.253196723	protein_coding
ENSG00000140694.15	2.253014801	protein_coding
ENSG00000278535.3	2.253014197	protein_coding
ENSG00000186675.6	2.252957024	protein_coding
ENSG00000086506.2	2.252919444	protein_coding
ENSG00000124444.14	2.252848276	protein_coding
ENSG00000157087.15	2.252807824	protein_coding
ENSG00000011295.14	2.252508434	protein_coding
ENSG00000072163.17	2.252400717	protein_coding
ENSG00000137809.15	2.252333238	protein_coding
ENSG00000150753.10	2.252103406	protein_coding
ENSG00000155875.12	2.252072254	protein_coding
ENSG00000163684.10	2.252038171	protein_coding
ENSG00000085449.13	2.252020842	protein_coding
ENSG00000137502.8	2.251900903	protein_coding
ENSG00000166197.15	2.251798059	protein_coding
ENSG00000126259.18	2.251734581	protein_coding
ENSG00000106344.7	2.251675499	protein_coding
ENSG00000143183.15	2.251583218	protein_coding
ENSG00000232859.8	2.251530704	protein_coding
ENSG00000255150.1	2.251264127	protein_coding
ENSG00000198129.2	2.251231674	protein_coding
ENSG00000197745.2	2.25098802	protein_coding
ENSG00000197879.13	2.250942377	protein_coding
ENSG00000260458.3	2.25077256	protein_coding
ENSG00000083937.7	2.250629306	protein_coding
ENSG00000173679.2	2.250615575	protein_coding
ENSG00000168298.5	2.250588342	protein_coding
ENSG00000100346.16	2.250429587	protein_coding
ENSG00000154814.12	2.250365134	protein_coding
ENSG00000173786.15	2.250215869	protein_coding
ENSG00000182676.4	2.250115214	protein_coding
ENSG00000135913.9	2.250089594	protein_coding
ENSG00000197361.6	2.249872024	protein_coding
ENSG00000102891.3	2.249731468	protein_coding
ENSG00000126218.10	2.249706988	protein_coding
ENSG00000228594.3	2.249694349	protein_coding
ENSG00000203740.3	2.24959122	protein_coding
ENSG00000075886.10	2.249585191	protein_coding
ENSG00000163608.13	2.249396624	protein_coding
ENSG00000160307.8	2.249355985	protein_coding
ENSG00000170779.10	2.249303845	protein_coding
ENSG00000167654.16	2.249281059	protein_coding
ENSG00000164400.5	2.249246473	protein_coding
ENSG00000116353.14	2.249148616	protein_coding
ENSG00000103126.13	2.2490425	protein_coding
ENSG00000071626.15	2.248924284	protein_coding
ENSG00000170950.4	2.248912755	protein_coding
ENSG00000127324.7	2.248877962	protein_coding
ENSG00000090266.11	2.24881945	protein_coding
ENSG00000088002.10	2.248817906	protein_coding
ENSG00000250641.1	2.248724364	protein_coding
ENSG00000052802.11	2.248694295	protein_coding
ENSG00000115946.6	2.248664655	protein_coding
ENSG00000164405.9	2.248558467	protein_coding
ENSG00000091137.10	2.248547686	protein_coding
ENSG00000215262.6	2.248523481	protein_coding
ENSG00000166794.4	2.248382921	protein_coding
ENSG00000103145.9	2.248360204	protein_coding
ENSG00000244005.11	2.248274509	protein_coding
ENSG00000077721.14	2.248204794	protein_coding
ENSG00000186132.13	2.248093601	protein_coding
ENSG00000165202.3	2.247999149	protein_coding
ENSG00000088812.16	2.247994094	protein_coding
ENSG00000213626.10	2.24796813	protein_coding
ENSG00000175664.8	2.247896898	protein_coding
ENSG00000141756.17	2.247860272	protein_coding
ENSG00000187747.2	2.247733093	protein_coding
ENSG00000185896.10	2.247709166	protein_coding
ENSG00000103710.9	2.247708712	protein_coding
ENSG00000116717.10	2.247560204	protein_coding
ENSG00000116329.9	2.247532556	protein_coding
ENSG00000151418.10	2.247498244	protein_coding
ENSG00000068650.17	2.247446132	protein_coding
ENSG00000267740.4	2.247442937	protein_coding
ENSG00000139370.9	2.247391729	protein_coding
ENSG00000203877.6	2.247368991	protein_coding
ENSG00000088035.14	2.247285238	protein_coding
ENSG00000145431.9	2.247276932	protein_coding
ENSG00000119866.19	2.247230304	protein_coding
ENSG00000179528.14	2.247151817	protein_coding
ENSG00000204930.8	2.247071744	protein_coding
ENSG00000157911.8	2.247011155	protein_coding
ENSG00000042317.15	2.246962892	protein_coding
ENSG00000198028.3	2.246956904	protein_coding
ENSG00000134222.15	2.2469121	protein_coding
ENSG00000154305.15	2.246838808	protein_coding
ENSG00000162755.12	2.24682537	protein_coding
ENSG00000187695.6	2.246746937	protein_coding
ENSG00000132874.12	2.246614075	protein_coding
ENSG00000155660.9	2.246606069	protein_coding
ENSG00000105821.13	2.246464368	protein_coding
ENSG00000165416.13	2.246369649	protein_coding
ENSG00000122223.11	2.246344367	protein_coding
ENSG00000244411.3	2.24631505	protein_coding
ENSG00000221855.1	2.246229232	protein_coding
ENSG00000105610.4	2.246182771	protein_coding
ENSG00000117450.12	2.246157137	protein_coding
ENSG00000144597.12	2.246130715	protein_coding
ENSG00000005194.13	2.246072801	protein_coding
ENSG00000148655.13	2.245972361	protein_coding
ENSG00000174099.9	2.245969078	protein_coding
ENSG00000087494.14	2.245905547	protein_coding
ENSG00000082641.14	2.245865626	protein_coding
ENSG00000166900.13	2.245857039	protein_coding
ENSG00000279911.1	2.245832396	protein_coding
ENSG00000244754.7	2.24582768	protein_coding
ENSG00000204604.8	2.245728091	protein_coding
ENSG00000185982.6	2.245713892	protein_coding
ENSG00000036054.11	2.24570521	protein_coding
ENSG00000131591.16	2.245693944	protein_coding
ENSG00000134463.13	2.245635107	protein_coding
ENSG00000060656.18	2.245517559	protein_coding
ENSG00000147576.14	2.245427058	protein_coding
ENSG00000115392.10	2.245387784	protein_coding
ENSG00000168439.15	2.245375862	protein_coding
ENSG00000114982.16	2.245340372	protein_coding
ENSG00000014919.11	2.245294944	protein_coding
ENSG00000102595.17	2.245286446	protein_coding
ENSG00000100504.15	2.245258817	protein_coding
ENSG00000102837.6	2.245237502	protein_coding
ENSG00000081087.13	2.24520116	protein_coding
ENSG00000164318.16	2.245193924	protein_coding
ENSG00000260001.5	2.245059226	protein_coding
ENSG00000182179.9	2.245053038	protein_coding
ENSG00000064102.13	2.244847538	protein_coding
ENSG00000277877.3	2.244820103	protein_coding
ENSG00000148297.14	2.244759606	protein_coding
ENSG00000159147.16	2.244749866	protein_coding
ENSG00000205045.7	2.244504842	protein_coding
ENSG00000177992.9	2.244299513	protein_coding
ENSG00000148773.11	2.244161449	protein_coding
ENSG00000257242.5	2.244052283	protein_coding
ENSG00000163884.3	2.244001983	protein_coding
ENSG00000133678.12	2.243992421	protein_coding
ENSG00000182325.9	2.243985164	protein_coding
ENSG00000165794.8	2.243903437	protein_coding
ENSG00000258388.6	2.24383547	protein_coding
ENSG00000241119.1	2.243792176	protein_coding
ENSG00000183638.5	2.243675588	protein_coding
ENSG00000176720.4	2.243649784	protein_coding
ENSG00000172352.5	2.243573496	protein_coding
ENSG00000177302.13	2.243400782	protein_coding
ENSG00000141194.5	2.243400471	protein_coding
ENSG00000196083.8	2.243213227	protein_coding
ENSG00000205413.6	2.243171706	protein_coding
ENSG00000186117.3	2.24316851	protein_coding
ENSG00000146530.10	2.243126832	protein_coding
ENSG00000204271.9	2.243098047	protein_coding
ENSG00000137634.8	2.243091792	protein_coding
ENSG00000177628.14	2.243064557	protein_coding
ENSG00000267157.1	2.243048817	protein_coding
ENSG00000196826.7	2.243008572	protein_coding
ENSG00000105323.15	2.242941265	protein_coding
ENSG00000125875.12	2.24291015	protein_coding
ENSG00000185610.6	2.242903095	protein_coding
ENSG00000189134.3	2.242782342	protein_coding
ENSG00000176732.6	2.24270386	protein_coding
ENSG00000258102.2	2.242630392	protein_coding
ENSG00000004838.12	2.242571112	protein_coding
ENSG00000183292.11	2.24254407	protein_coding
ENSG00000139173.8	2.242439314	protein_coding
ENSG00000187010.17	2.242359336	protein_coding
